iter	Logloss
190	0.4110018616
191	0.4104722087
192	0.4102653046
193	0.4101319021
194	0.4098779602
195	0.409737203
196	0.4096316274
197	0.4095225169
198	0.4093047689
199	0.4091176656
200	0.4088852743
201	0.4087957255
202	0.4084829915
203	0.4081672211
204	0.4080162303
205	0.4078537852
206	0.4077112427
207	0.4074504038
208	0.4073239644
209	0.4071838125
210	0.4070756938
211	0.4067545624
212	0.4066351217
213	0.4063324636
214	0.4062204539
215	0.4061481984
216	0.4060448405
217	0.4058749034
218	0.4057350515
219	0.4054000448
220	0.4051999461
221	0.4051141561
222	0.4049876506
223	0.4047999929
224	0.404643575
225	0.4043834025
226	0.4041141713
227	0.4039243673
228	0.40381663
229	0.4035398204
230	0.4034083608
231	0.4031540578
232	0.4030000102
233	0.4028803965
234	0.4026101481
235	0.4023353475
236	0.4021368713
237	0.4020454305
238	0.4018001862
239	0.4017049154
240	0.4016051229
241	0.4014408722
242	0.401335968
243	0.4010533956
244	0.4005763041
245	0.4002980499
246	0.4001707001
247	0.4000583801
248	0.399801417
249	0.3996828868
250	0.3994614563
251	0.3993588765
252	0.3992358093
253	0.3990599365
254	0.3989778697
255	0.3988385417
256	0.3987021332
257	0.3986093445
258	0.3985080109
259	0.3984111226
260	0.3983105825
261	0.398218221
262	0.3980768331
263	0.3980021057
264	0.3979062398
265	0.3977824504
266	0.3976494293
267	0.3975653127
268	0.3973269653
269	0.3968540243
270	0.3967211558
271	0.3965083567
272	0.3964065704
273	0.3962746023
274	0.396188619
275	0.3961055908
276	0.3959643555
277	0.3958772888
278	0.395784317
279	0.3956939901
280	0.3955695089
281	0.3953105367
282	0.3952030436
283	0.3950962118
284	0.3949883626
285	0.3948839467
286	0.3947701874
287	0.3946799927
288	0.3945806529
289	0.3943852183
290	0.3942550456
291	0.3941409454
292	0.394051005
293	0.393966507
294	0.3937929026
295	0.3936918945
296	0.3935684408
297	0.3934567922
298	0.3933071849
299	0.3931206868
300	0.3929715627
301	0.39289033
302	0.3927657776
303	0.3926779836
304	0.3925797068
305	0.3925137227
306	0.3924290314
307	0.3923048503
308	0.3922029165
309	0.3921405589
310	0.3920479736
311	0.3919354502
312	0.3918549093
313	0.3917711639
314	0.3916966146
315	0.3915412903
316	0.3914634654
317	0.3912644704
318	0.3911953735
319	0.391117808
320	0.3910256093
321	0.3909531199
322	0.3907988942
323	0.3907303721
324	0.3906566823
325	0.3905516917
326	0.3904263458
327	0.3903116099
328	0.3902240499
329	0.3899946594
330	0.3898879954
331	0.389753479
332	0.3896130371
333	0.3894727478
334	0.3893582153
335	0.3892842306
336	0.3892063446
337	0.389062027
338	0.3889081065
339	0.3888373464
340	0.38877034
341	0.3886655935
342	0.3886043955
343	0.3885132192
344	0.3883209178
345	0.3882515157
346	0.3881926015
347	0.3881025238
348	0.3880198212
349	0.3879483083
350	0.3878608297
351	0.387636439
352	0.3875667877
353	0.387502538
354	0.3873128052
355	0.3872282104
356	0.3871613464
357	0.387059967
358	0.3869173228
359	0.3867902171
360	0.3867288666
361	0.3865929006
362	0.3865063426
363	0.3864084269
364	0.3863292847
365	0.3862481181
366	0.3861988169
367	0.386085139
368	0.386006012
369	0.3859326121
370	0.3858441315
371	0.3856824036
372	0.385529719
373	0.3854577281
374	0.3853136698
375	0.3852219187
376	0.3851582947
377	0.3851027629
378	0.3850347036
379	0.3849327749
380	0.3848579
381	0.3845309296
382	0.384464564
383	0.3843856761
384	0.384281606
385	0.3841581523
386	0.3840842489
387	0.3840213216
388	0.3839553375
389	0.3838720449
390	0.3837860057
391	0.3837131704
392	0.3836545156
393	0.3835526632
394	0.3834594777
395	0.3833814443
396	0.3832151896
397	0.3831543935
398	0.3830630442
399	0.3830000203
400	0.3829000956
401	0.3828050995
402	0.3827196452
403	0.3826490885
404	0.3825746816
405	0.3824886475
406	0.382405365
407	0.3823431244
408	0.3821928711
409	0.3820941823
410	0.3819685567
411	0.3818840739
412	0.3818229218
413	0.3817231852
414	0.3815773163
415	0.3815185852
416	0.381440033
417	0.3813738658
418	0.3812826131
419	0.3812256012
420	0.3811569316
421	0.3810474701
422	0.3808779093
423	0.3808297526
424	0.3807285817
425	0.3806451416
426	0.380551061
427	0.3804759471
428	0.3804161174
429	0.3803508504
430	0.3802778931
431	0.3802040456
432	0.380152593
433	0.3801017202
434	0.3800240682
435	0.379959259
436	0.3798937073
437	0.3798295339
438	0.3797453308
439	0.3796539714
440	0.3796069387
441	0.3794476776
442	0.3793589528
443	0.3792939046
444	0.3792436167
445	0.3791688232
446	0.3790973612
447	0.3790197042
448	0.3789669139
449	0.3789068298
450	0.3788401896
451	0.3787888031
452	0.3787266541
453	0.3786617737
454	0.3785176493
455	0.3784339447
456	0.3782891083
457	0.3782197469
458	0.3781457825
459	0.3780729777
460	0.3780132039
461	0.3779415538
462	0.377846817
463	0.3777895304
464	0.3777015889
465	0.377619573
466	0.3775652466
467	0.3774966227
468	0.3774292755
469	0.3773855286
470	0.3773246257
471	0.3772559865
472	0.3772161153
473	0.3771750895
474	0.3771073914
475	0.3770525665
476	0.3769886475
477	0.3768312276
478	0.3767501831
479	0.376691925
480	0.3766353556
481	0.3765793762
482	0.3765082499
483	0.3764091085
484	0.3763286031
485	0.3762551575
486	0.3761635386
487	0.3761103007
488	0.3760401204
489	0.3759771779
490	0.3759070079
491	0.3758407949
492	0.3757666626
493	0.3757142385
494	0.37566421
495	0.3756140798
496	0.3755574544
497	0.3754643199
498	0.3754094391
499	0.3753504639
500	0.3752879181
501	0.375234726
502	0.3751765696
503	0.3751248372
504	0.3750729065
505	0.3750148621
506	0.3749392598
507	0.3748446147
508	0.3747671916
509	0.3746854401
510	0.3746211751
511	0.3745616659
512	0.3744990641
513	0.3744480947
514	0.3743754781
515	0.3743024241
516	0.3742283783
517	0.3741425069
518	0.3740919291
519	0.3740314026
520	0.3739781698
521	0.3739211375
522	0.3738600616
523	0.3738090007
524	0.3737489573
525	0.3736859996
526	0.3734601644
527	0.3734058177
528	0.3733448029
529	0.3732733612
530	0.3732211863
531	0.373152654
532	0.3731055806
533	0.3730407969
534	0.3729942474
535	0.3729393158
536	0.3728701884
537	0.3728017782
538	0.3726010386
539	0.372519043
540	0.3724496867
541	0.3723954976
542	0.3723406423
543	0.3722657878
544	0.3721987356
545	0.3721536306
546	0.372102239
547	0.372043218
548	0.3719704336
549	0.3719108836
550	0.3718495992
551	0.3717753805
552	0.3716980743
553	0.3716536611
554	0.3715910645
555	0.3715161285
556	0.3714536489
557	0.3713788452
558	0.3713214417
559	0.3712687785
560	0.3712059275
561	0.3711438649
562	0.371064092
563	0.3710023397
564	0.3709603678
565	0.3709130402
566	0.3708352966
567	0.3707282613
568	0.3706831309
569	0.3706217346
570	0.3705704244
571	0.3705234629
572	0.3704602559
573	0.3704000346
574	0.3703336589
575	0.3702563171
576	0.3702044525
577	0.3701224162
578	0.3700738475
579	0.370007309
580	0.3699632772
581	0.3699104614
582	0.3698016357
583	0.3697493591
584	0.3696900736
585	0.3696255086
586	0.3695475464
587	0.3694902649
588	0.3694302673
589	0.3693553772
590	0.3692898814
591	0.3692305705
592	0.3691795603
593	0.3691142832
594	0.3690600128
595	0.3690031993
596	0.3689520315
597	0.3689012197
598	0.368851181
599	0.3687881927
600	0.3687345785
601	0.3686526133
602	0.3685947266
603	0.3685287323
604	0.3684531148
605	0.3683950348
606	0.3683514455
607	0.3683003031
608	0.3682515106
609	0.3682041473
610	0.3680538534
611	0.3680113475
612	0.3679553528
613	0.3678932597
614	0.3678154043
615	0.3677704824
616	0.3677233073
617	0.3676387787
618	0.3675679118
619	0.3675129547
620	0.3674509786
621	0.3673827515
622	0.3673247528
623	0.3672816518
624	0.3672518565
625	0.3671893616
626	0.3671424662
627	0.367077652
628	0.3670307821
629	0.3669743296
630	0.3669207001
631	0.3668408966
632	0.3667788035
633	0.3667329763
634	0.3666700999
635	0.3666271464
636	0.3665746002
637	0.3665099742
638	0.366456131
639	0.3664155121
640	0.366366628
641	0.366325297
642	0.3662689107
643	0.3662016449
644	0.3661676534
645	0.3661294708
646	0.3660281677
647	0.365945226
648	0.3658941193
649	0.3658406118
650	0.3657886149
651	0.3657092285
652	0.3656616618
653	0.365603124
654	0.3655541738
655	0.3654901835
656	0.3654345703
657	0.3653464762
658	0.3652963562
659	0.3652095439
660	0.3651395518
661	0.3651078644
662	0.3650504506
663	0.3650094554
664	0.3649642232
665	0.3649023997
666	0.3648492584
667	0.3647894541
668	0.3647408142
669	0.3646378784
670	0.364561437
671	0.3644656118
672	0.3644036357
673	0.3643446096
674	0.3642560933
675	0.3641826681
676	0.3641198832
677	0.3640478821
678	0.3639785716
679	0.3639066111
680	0.3638373413
681	0.3637572632
682	0.3637054596
683	0.3636511129
684	0.3636228689
685	0.3635794067
686	0.3635311228
687	0.3634796549
688	0.3634303691
689	0.3633769938
690	0.3633098602
691	0.3632534587
692	0.3631969452
693	0.363130544
694	0.3630720571
695	0.3630135142
696	0.3629612427
697	0.3629126078
698	0.3628572947
699	0.3628154602
700	0.3627821706
701	0.3627151438
702	0.3626573232
703	0.3626071014
704	0.3625431824
705	0.3625030365
706	0.3624345042
707	0.3623747304
708	0.3623293355
709	0.3622442881
710	0.3621847229
711	0.3621316681
712	0.3620957031
713	0.362038442
714	0.3619648336
715	0.3618905131
716	0.361842392
717	0.3618056691
718	0.3617506154
719	0.3616744588
720	0.3615986938
721	0.3615408783
722	0.3614948527
723	0.3614376068
724	0.3613774058
725	0.3612840881
726	0.3612245229
727	0.3611873372
728	0.3611342977
729	0.3610985718
730	0.3610276693
731	0.3609578349
732	0.360899821
733	0.3608512166
734	0.3607902323
735	0.3607225596
736	0.3606817424
737	0.3606354014
738	0.3605798238
739	0.3605343628
740	0.360494868
741	0.3604387614
742	0.3604012756
743	0.3603294373
744	0.3602506968
745	0.3602131755
746	0.360134552
747	0.3600829569
748	0.3600313568
749	0.3599469808
750	0.3598546041
751	0.3598172404
752	0.3597556458
753	0.3596999512
754	0.3596300456
755	0.3595788015
756	0.3595297292
757	0.3594713186
758	0.3593949636
759	0.3593509725
760	0.3593095551
761	0.3592554728
762	0.3591842346
763	0.3590572052
764	0.3590107066
765	0.3589319204
766	0.3588739217
767	0.3588225098
768	0.3587385559
769	0.3586845347
770	0.3586292521
771	0.3585721893
772	0.3585338999
773	0.3584674683
774	0.3584306691
775	0.3583584239
776	0.3583018341
777	0.3582473755
778	0.3582014923
779	0.3581349589
780	0.3580828603
781	0.3580238241
782	0.3579568176
783	0.3578930105
784	0.3578249359
785	0.3577873891
786	0.3577182363
787	0.3576705933
788	0.357635671
789	0.3575844828
790	0.3575131124
791	0.3574536235
792	0.3574065806
793	0.3573486226
794	0.3573045349
795	0.3572580973
796	0.3572098592
797	0.3571673228
798	0.3571024323
799	0.3570628815
800	0.3570003459
801	0.3569561869
802	0.3568993632
803	0.3568605398
804	0.3568151093
805	0.3567656555
806	0.356612971
807	0.3565485738
808	0.3564907227
809	0.3564298808
810	0.3563828786
811	0.3563262126
812	0.3562720846
813	0.3562304789
814	0.3561706492
815	0.3561142527
816	0.3560629272
817	0.3560065867
818	0.3559436289
819	0.3558831685
820	0.3558420614
821	0.3558128459
822	0.3557552643
823	0.3557139842
824	0.3556590932
825	0.3556153056
826	0.3555581767
827	0.3555072581
828	0.3554751027
829	0.355403066
830	0.35534611
831	0.3552915751
832	0.3552342834
833	0.3551860911
834	0.355148112
835	0.3550981852
836	0.3550354513
837	0.3549947459
838	0.3549284719
839	0.3548668722
840	0.3548249207
841	0.3547759857
842	0.3546930695
843	0.3546369222
844	0.3545853729
845	0.3545394847
846	0.3544922536
847	0.3544440206
848	0.3543951925
849	0.3543504639
850	0.3542988688
851	0.354234141
852	0.3541833496
853	0.3541442973
854	0.354087677
855	0.3540515951
856	0.3540056559
857	0.353957784
858	0.3539151459
859	0.353866094
860	0.353789856
861	0.3537359314
862	0.3536952209
863	0.3536345927
864	0.3535885264
865	0.3535518799
866	0.3534952799
867	0.3534552155
868	0.3533910166
869	0.353337616
870	0.3532840576
871	0.3532532603
872	0.3532020772
873	0.3531542104
874	0.3531175741
875	0.3530661265
876	0.3530296224
877	0.3529832102
878	0.3529439901
879	0.3528964691
880	0.3528491364
881	0.3527913462
882	0.3527209117
883	0.3526652171
884	0.3526209513
885	0.3525734863
886	0.3525221405
887	0.3524755554
888	0.3524186554
889	0.3523832143
890	0.3523277334
891	0.3522573751
892	0.3522033234
893	0.3521460317
894	0.3520909932
895	0.3520460459
896	0.3519924622
897	0.3519361318
898	0.351896698
899	0.3518470866
900	0.3517893117
901	0.3517299296
902	0.351690094
903	0.351655009
904	0.3516080678
905	0.351554952
906	0.3515195363
907	0.3514722188
908	0.3514136047
909	0.3513663635
910	0.3513245341
911	0.3512744954
912	0.3512222799
913	0.3511617839
914	0.351124588
915	0.3510855255
916	0.3510209147
917	0.3509761912
918	0.3509046275
919	0.3508568319
920	0.3507841695
921	0.3507426707
922	0.3506890767
923	0.350643397
924	0.3505926819
925	0.3505350393
926	0.3504725189
927	0.3504322001
928	0.3503987071
929	0.3503436178
930	0.3503003896
931	0.3502418213
932	0.3501766154
933	0.3501387329
934	0.3501015828
935	0.349993693
936	0.3499234517
937	0.3498703003
938	0.3498237712
939	0.3497756348
940	0.3497217255
941	0.3496810608
942	0.3496507416
943	0.3496100006
944	0.3495734558
945	0.3495217234
946	0.3494765218
947	0.3494288839
948	0.3493768463
949	0.3493270315
950	0.3492712453
951	0.3492308604
952	0.3491941325
953	0.349145874
954	0.3490436656
955	0.3489944712
956	0.3489331106
957	0.3488015137
958	0.3487489573
959	0.3487037404
960	0.3486470286
961	0.3485957998
962	0.348545873
963	0.3485091095
964	0.3484745992
965	0.3484280039
966	0.3483716482
967	0.3483310954
968	0.3482776031
969	0.3482335307
970	0.3481892192
971	0.3481419322
972	0.3480930634
973	0.3480390422
974	0.3479867859
975	0.3479516246
976	0.347889679
977	0.3478430176
978	0.347781606
979	0.3477466583
980	0.3476822764
981	0.3476331431
982	0.3475730642
983	0.347499115
984	0.3474667002
985	0.3474215088
986	0.3473362528
987	0.3472908681
988	0.3472438202
989	0.347198995
990	0.3471497904
991	0.34709316
992	0.3470323842
993	0.3469800008
994	0.3469422709
995	0.3468942159
996	0.3468600922
997	0.3468188934
998	0.3467790604
999	0.3467286886
